customer_id,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Value,Customer_Profile
1589,11,6,6738,3,3,4,334,Silver Customer
1590,86,3,2248,1,1,2,112,Bronze Customer
1591,29,11,5968,3,4,4,344,Silver Customer
1593,53,6,3818,2,3,3,233,Gold Customer
1594,0,6,4320,4,3,4,434,Platinum Customer
1595,77,7,4891,1,3,4,134,Bronze Customer
1596,135,3,2786,1,1,2,112,Bronze Customer
1597,25,11,8710,3,4,4,344,Silver Customer
1600,13,9,2924,3,4,3,343,Silver Customer
1601,19,4,2317,3,1,2,312,Silver Customer
1602,7,5,4026,4,2,3,423,Platinum Customer
1603,23,4,1488,3,1,1,311,Gold Customer
1607,1,5,1681,4,2,1,421,Platinum Customer
1609,61,5,4041,2,2,3,223,Gold Customer
1612,67,2,2932,2,1,3,213,Gold Customer
1616,23,7,6150,3,3,4,334,Silver Customer
1617,5,5,2977,4,2,3,423,Platinum Customer
1621,82,5,1162,1,2,1,121,Bronze Customer
1623,2,6,3362,4,3,3,433,Platinum Customer
1624,3,6,1627,4,3,1,431,Platinum Customer
1625,9,8,8499,3,4,4,344,Silver Customer
1626,255,2,1326,1,1,1,111,Bronze Customer
1627,24,8,4834,3,4,4,344,Silver Customer
1629,1,7,6051,4,3,4,434,Platinum Customer
1630,23,3,1915,3,1,2,312,Silver Customer
1631,131,4,2638,1,1,2,112,Bronze Customer
1632,281,1,709,1,1,1,111,Bronze Customer
1633,17,3,2548,3,1,2,312,Silver Customer
1634,29,4,1537,3,1,1,311,Gold Customer
1635,139,4,1319,1,1,1,111,Bronze Customer
1636,40,5,3274,2,2,3,223,Gold Customer
1637,143,7,4039,1,3,3,133,Bronze Customer
1638,11,4,4046,3,1,3,313,Silver Customer
1641,63,9,4326,2,4,4,244,Gold Customer
1642,84,5,2307,1,2,2,122,Bronze Customer
1644,22,7,4938,3,3,4,334,Silver Customer
1646,26,7,4487,3,3,4,334,Silver Customer
1648,13,4,2124,3,1,2,312,Silver Customer
1649,71,3,3089,2,1,3,213,Gold Customer
1652,96,6,2662,1,3,2,132,Bronze Customer
1654,84,4,1179,1,1,1,111,Bronze Customer
1655,16,3,1337,3,1,1,311,Gold Customer
1656,84,6,2256,1,3,2,132,Bronze Customer
1657,61,5,2675,2,2,2,222,Gold Customer
1658,280,4,1469,1,1,1,111,Bronze Customer
1659,80,7,3461,1,3,3,133,Bronze Customer
1660,76,6,2624,2,3,2,232,Gold Customer
1661,218,6,5880,1,3,4,134,Bronze Customer
1662,62,5,1718,2,2,1,221,Gold Customer
1663,13,6,2991,3,3,3,333,Silver Customer
1664,42,7,3476,2,3,3,233,Gold Customer
1665,68,7,3302,2,3,3,233,Gold Customer
1667,76,7,5432,2,3,4,234,Gold Customer
1668,4,6,2901,4,3,3,433,Platinum Customer
1669,59,6,3361,2,3,3,233,Gold Customer
1670,60,9,5073,2,4,4,244,Gold Customer
1671,43,4,1221,2,1,1,211,Gold Customer
1672,42,11,5905,2,4,4,244,Gold Customer
1673,133,3,748,1,1,1,111,Bronze Customer
1674,48,5,160,2,2,1,221,Gold Customer
1675,101,4,3067,1,1,3,113,Bronze Customer
1676,87,5,4291,1,2,4,124,Bronze Customer
1677,98,8,2781,1,4,2,142,Bronze Customer
1679,136,4,3026,1,1,3,113,Bronze Customer
1680,112,3,1931,1,1,2,112,Bronze Customer
1682,82,6,5354,1,3,4,134,Bronze Customer
1684,16,6,1507,3,3,1,331,Silver Customer
1685,25,2,677,3,1,1,311,Gold Customer
1686,78,10,5672,1,4,4,144,Bronze Customer
1689,136,5,3334,1,2,3,123,Bronze Customer
1690,16,9,2570,3,4,2,342,Silver Customer
1692,127,4,1168,1,1,1,111,Bronze Customer
1693,75,6,3726,2,3,3,233,Gold Customer
1696,28,9,6524,3,4,4,344,Silver Customer
1697,24,5,3042,3,2,3,323,Silver Customer
1699,81,7,3497,1,3,3,133,Bronze Customer
1700,69,6,1483,2,3,1,231,Gold Customer
1702,14,6,2185,3,3,2,332,Silver Customer
1703,3,4,761,4,1,1,411,Silver Customer
1704,119,2,1678,1,1,1,111,Bronze Customer
1705,15,4,2109,3,1,2,312,Silver Customer
1707,17,8,3463,3,4,3,343,Silver Customer
1708,258,4,2225,1,1,2,112,Bronze Customer
1709,4,5,2059,4,2,2,422,Platinum Customer
1710,80,4,1638,1,1,1,111,Bronze Customer
1713,6,7,3889,4,3,3,433,Platinum Customer
1714,38,6,3372,2,3,3,233,Gold Customer
1715,102,3,629,1,1,1,111,Bronze Customer
1716,134,2,1444,1,1,1,111,Bronze Customer
1717,46,4,1951,2,1,2,212,Gold Customer
1718,24,5,1539,3,2,1,321,Silver Customer
1719,19,5,2228,3,2,2,322,Silver Customer
1720,23,5,3538,3,2,3,323,Silver Customer
1721,0,7,3766,4,3,3,433,Platinum Customer
1722,4,8,6474,4,4,4,444,Platinum Customer
1724,103,4,958,1,1,1,111,Bronze Customer
1725,60,7,5576,2,3,4,234,Gold Customer
1726,117,6,4476,1,3,4,134,Bronze Customer
1728,45,6,3684,2,3,3,233,Gold Customer
1729,58,6,3005,2,3,3,233,Gold Customer
1730,20,3,418,3,1,1,311,Gold Customer
1731,43,11,3521,2,4,3,243,Gold Customer
1732,97,5,2263,1,2,2,122,Bronze Customer
1733,53,5,3170,2,2,3,223,Gold Customer
1734,25,2,923,3,1,1,311,Gold Customer
1735,65,4,2417,2,1,2,212,Gold Customer
1736,54,6,3759,2,3,3,233,Gold Customer
1737,45,3,3531,2,1,3,213,Gold Customer
1738,21,4,1841,3,1,2,312,Silver Customer
1739,37,4,2395,2,1,2,212,Gold Customer
1741,64,3,2725,2,1,2,212,Gold Customer
1743,86,7,4448,1,3,4,134,Bronze Customer
1744,109,3,539,1,1,1,111,Bronze Customer
1745,5,12,3164,4,4,3,443,Platinum Customer
1747,190,4,995,1,1,1,111,Bronze Customer
1748,2,10,4973,4,4,4,444,Platinum Customer
1750,55,6,5227,2,3,4,234,Gold Customer
1753,27,4,2093,3,1,2,312,Silver Customer
1755,48,6,3451,2,3,3,233,Gold Customer
1758,2,7,1764,4,3,1,431,Platinum Customer
1759,18,6,2828,3,3,3,333,Silver Customer
1760,12,6,3666,3,3,3,333,Silver Customer
1761,18,5,3258,3,2,3,323,Silver Customer
1762,21,12,5870,3,4,4,344,Silver Customer
1763,9,7,3434,3,3,3,333,Silver Customer
1767,4,5,3152,4,2,3,423,Platinum Customer
1768,92,1,437,1,1,1,111,Bronze Customer
1771,39,6,2670,2,3,2,232,Gold Customer
1772,168,4,1648,1,1,1,111,Bronze Customer
1774,97,4,1168,1,1,1,111,Bronze Customer
1775,52,6,3695,2,3,3,233,Gold Customer
1776,34,6,2607,3,3,2,332,Silver Customer
1777,70,6,2651,2,3,2,232,Gold Customer
1779,129,6,5042,1,3,4,134,Bronze Customer
1782,81,6,3622,1,3,3,133,Bronze Customer
1784,71,4,1239,2,1,1,211,Gold Customer
1785,34,6,2827,3,3,3,333,Silver Customer
1786,174,2,963,1,1,1,111,Bronze Customer
1787,0,6,4865,4,3,4,434,Platinum Customer
1788,29,9,4979,3,4,4,344,Silver Customer
1789,60,3,2066,2,1,2,212,Gold Customer
1790,32,5,2258,3,2,2,322,Silver Customer
1791,117,6,2595,1,3,2,132,Bronze Customer
1793,60,6,4960,2,3,4,234,Gold Customer
1794,1,4,1713,4,1,1,411,Silver Customer
1795,3,6,2882,4,3,3,433,Platinum Customer
1796,122,2,221,1,1,1,111,Bronze Customer
1798,13,7,2934,3,3,3,333,Silver Customer
1800,171,3,2440,1,1,2,112,Bronze Customer
1801,65,8,4098,2,4,4,244,Gold Customer
1802,13,8,5035,3,4,4,344,Silver Customer
1804,31,3,2156,3,1,2,312,Silver Customer
1805,90,4,634,1,1,1,111,Bronze Customer
1808,76,7,7965,2,3,4,234,Gold Customer
1809,27,6,3918,3,3,3,333,Silver Customer
1810,6,2,168,4,1,1,411,Silver Customer
1812,22,9,3980,3,4,3,343,Silver Customer
1813,18,6,2137,3,3,2,332,Silver Customer
1814,51,6,2459,2,3,2,232,Gold Customer
1815,11,5,1964,3,2,2,322,Silver Customer
1818,24,7,4516,3,3,4,334,Silver Customer
1819,252,2,763,1,1,1,111,Bronze Customer
1820,35,9,4883,3,4,4,344,Silver Customer
1821,24,12,7335,3,4,4,344,Silver Customer
1824,12,7,3263,3,3,3,333,Silver Customer
1825,40,6,4977,2,3,4,234,Gold Customer
1826,40,7,3405,2,3,3,233,Gold Customer
1827,38,4,2549,2,1,2,212,Gold Customer
1828,150,3,757,1,1,1,111,Bronze Customer
1830,13,7,4578,3,3,4,334,Silver Customer
1831,165,8,2147,1,4,2,142,Bronze Customer
1832,84,8,5739,1,4,4,144,Bronze Customer
1833,10,5,2441,3,2,2,322,Silver Customer
1834,126,4,4434,1,1,4,114,Bronze Customer
1835,25,6,1039,3,3,1,331,Silver Customer
1836,166,2,1219,1,1,1,111,Bronze Customer
1837,35,7,4515,3,3,4,334,Silver Customer
1838,49,5,4691,2,2,4,224,Gold Customer
1839,49,7,2784,2,3,2,232,Gold Customer
1840,98,7,2259,1,3,2,132,Bronze Customer
1841,36,3,1677,2,1,1,211,Gold Customer
1842,211,5,3055,1,2,3,123,Bronze Customer
1845,21,7,4572,3,3,4,334,Silver Customer
1846,333,1,356,1,1,1,111,Bronze Customer
1847,32,3,1919,3,1,2,312,Silver Customer
1848,42,6,4456,2,3,4,234,Gold Customer
1850,44,7,5159,2,3,4,234,Gold Customer
1852,97,5,4641,1,2,4,124,Bronze Customer
1855,22,4,2257,3,1,2,312,Silver Customer
1856,127,2,253,1,1,1,111,Bronze Customer
1857,87,4,3240,1,1,3,113,Bronze Customer
1859,76,5,2355,2,2,2,222,Gold Customer
1860,11,6,4503,3,3,4,334,Silver Customer
1861,29,6,3793,3,3,3,333,Silver Customer
1863,246,5,5786,1,2,4,124,Bronze Customer
1864,24,10,2925,3,4,3,343,Silver Customer
1866,38,9,8834,2,4,4,244,Gold Customer
1868,26,6,7566,3,3,4,334,Silver Customer
1869,41,4,1623,2,1,1,211,Gold Customer
1871,94,4,2220,1,1,2,112,Bronze Customer
1872,139,5,2516,1,2,2,122,Bronze Customer
1873,8,4,2807,4,1,3,413,Platinum Customer
1875,98,6,3921,1,3,3,133,Bronze Customer
1876,138,5,4057,1,2,3,123,Bronze Customer
1877,80,6,1507,1,3,1,131,Bronze Customer
1878,32,6,2755,3,3,2,332,Silver Customer
1879,47,7,1914,2,3,2,232,Gold Customer
1882,128,6,4054,1,3,3,133,Bronze Customer
1885,4,9,6979,4,4,4,444,Platinum Customer
1886,6,4,2434,4,1,2,412,Platinum Customer
1887,105,10,8034,1,4,4,144,Bronze Customer
1888,87,4,3288,1,1,3,113,Bronze Customer
1890,44,9,6710,2,4,4,244,Gold Customer
1891,81,7,4045,1,3,3,133,Bronze Customer
1894,36,4,1907,2,1,2,212,Gold Customer
1895,7,5,541,4,2,1,421,Platinum Customer
1898,60,6,4787,2,3,4,234,Gold Customer
1900,67,4,1017,2,1,1,211,Gold Customer
1901,127,7,5809,1,3,4,134,Bronze Customer
1902,52,5,2134,2,2,2,222,Gold Customer
1904,67,3,1604,2,1,1,211,Gold Customer
1906,1,6,2957,4,3,3,433,Platinum Customer
1907,110,4,1014,1,1,1,111,Bronze Customer
1908,107,6,3725,1,3,3,133,Bronze Customer
1909,59,6,3456,2,3,3,233,Gold Customer
1910,17,3,907,3,1,1,311,Gold Customer
1911,61,2,689,2,1,1,211,Gold Customer
1912,38,9,3286,2,4,3,243,Gold Customer
1913,42,13,3254,2,4,3,243,Gold Customer
1914,12,8,2248,3,4,2,342,Silver Customer
1915,61,5,2568,2,2,2,222,Gold Customer
1916,53,7,4545,2,3,4,234,Gold Customer
1917,28,7,5107,3,3,4,334,Silver Customer
1919,44,4,1841,2,1,2,212,Gold Customer
1920,69,1,90,2,1,1,211,Gold Customer
1923,15,4,3078,3,1,3,313,Silver Customer
1926,5,5,4911,4,2,4,424,Platinum Customer
1927,90,5,3658,1,2,3,123,Bronze Customer
1928,34,2,879,3,1,1,311,Gold Customer
1929,45,6,1912,2,3,2,232,Gold Customer
1930,21,5,2428,3,2,2,322,Silver Customer
1931,23,3,384,3,1,1,311,Gold Customer
1932,89,8,4328,1,4,4,144,Bronze Customer
1933,41,8,4271,2,4,4,244,Gold Customer
1936,77,8,3553,1,4,3,143,Bronze Customer
1937,34,6,4274,3,3,4,334,Silver Customer
1940,76,4,3259,2,1,3,213,Gold Customer
1941,5,4,3130,4,1,3,413,Platinum Customer
1942,16,8,4675,3,4,4,344,Silver Customer
1943,299,3,357,1,1,1,111,Bronze Customer
1944,5,5,1345,4,2,1,421,Platinum Customer
1947,35,9,3974,3,4,3,343,Silver Customer
1949,29,7,3586,3,3,3,333,Silver Customer
1950,6,9,3817,4,4,3,443,Platinum Customer
1951,118,8,4514,1,4,4,144,Bronze Customer
1952,76,10,2882,2,4,3,243,Gold Customer
1953,10,7,3899,3,3,3,333,Silver Customer
1954,100,8,4938,1,4,4,144,Bronze Customer
1956,33,4,1267,3,1,1,311,Gold Customer
1957,19,10,5079,3,4,4,344,Silver Customer
1959,141,8,3479,1,4,3,143,Bronze Customer
1962,93,2,758,1,1,1,111,Bronze Customer
1963,9,2,1828,3,1,2,312,Silver Customer
1964,102,6,4239,1,3,4,134,Bronze Customer
1965,6,5,2093,4,2,2,422,Platinum Customer
1968,159,5,1810,1,2,2,122,Bronze Customer
1969,17,6,2623,3,3,2,332,Silver Customer
1970,0,8,3660,4,4,3,443,Platinum Customer
1973,47,4,3371,2,1,3,213,Gold Customer
1975,108,2,79,1,1,1,111,Bronze Customer
1976,135,6,1731,1,3,1,131,Bronze Customer
1978,13,3,231,3,1,1,311,Gold Customer
1979,33,5,4541,3,2,4,324,Silver Customer
1980,73,8,4822,2,4,4,244,Gold Customer
1982,50,8,3939,2,4,3,243,Gold Customer
1983,2,4,3061,4,1,3,413,Platinum Customer
1984,48,7,7256,2,3,4,234,Gold Customer
1987,42,4,1781,2,1,1,211,Gold Customer
1988,134,8,6006,1,4,4,144,Bronze Customer
1989,22,4,1659,3,1,1,311,Gold Customer
1991,1,10,8256,4,4,4,444,Platinum Customer
1992,140,10,6658,1,4,4,144,Bronze Customer
1996,13,7,2525,3,3,2,332,Silver Customer
1998,156,4,2715,1,1,2,112,Bronze Customer
1999,3,7,2424,4,3,2,432,Platinum Customer
2001,86,8,5347,1,4,4,144,Bronze Customer
2002,97,3,1637,1,1,1,111,Bronze Customer
2003,219,2,214,1,1,1,111,Bronze Customer
2004,46,5,2909,2,2,3,223,Gold Customer
2005,5,6,4047,4,3,3,433,Platinum Customer
2006,147,5,2255,1,2,2,122,Bronze Customer
2007,23,3,4150,3,1,4,314,Silver Customer
2008,29,7,2365,3,3,2,332,Silver Customer
2009,5,7,2357,4,3,2,432,Platinum Customer
2010,34,5,2168,3,2,2,322,Silver Customer
2011,315,3,560,1,1,1,111,Bronze Customer
2012,13,5,2714,3,2,2,322,Silver Customer
2013,15,9,4413,3,4,4,344,Silver Customer
2014,54,6,2872,2,3,3,233,Gold Customer
2015,50,6,2970,2,3,3,233,Gold Customer
2016,68,6,2390,2,3,2,232,Gold Customer
2017,12,5,3692,3,2,3,323,Silver Customer
2018,35,7,2335,3,3,2,332,Silver Customer
2019,52,8,4781,2,4,4,244,Gold Customer
2020,43,7,4959,2,3,4,234,Gold Customer
2024,29,6,3558,3,3,3,333,Silver Customer
2026,146,4,3447,1,1,3,113,Bronze Customer
2028,40,7,3648,2,3,3,233,Gold Customer
2029,1,9,4156,4,4,4,444,Platinum Customer
2030,239,4,4622,1,1,4,114,Bronze Customer
2032,5,2,978,4,1,1,411,Silver Customer
2033,11,7,4458,3,3,4,334,Silver Customer
2034,89,6,2438,1,3,2,132,Bronze Customer
2035,127,4,1520,1,1,1,111,Bronze Customer
2037,98,4,2941,1,1,3,113,Bronze Customer
2038,13,4,3207,3,1,3,313,Silver Customer
2039,199,5,2422,1,2,2,122,Bronze Customer
2040,96,2,1364,1,1,1,111,Bronze Customer
2041,80,6,3799,1,3,3,133,Bronze Customer
2042,11,3,2006,3,1,2,312,Silver Customer
2044,5,5,3977,4,2,3,423,Platinum Customer
2045,55,9,5224,2,4,4,244,Gold Customer
2047,279,1,1215,1,1,1,111,Bronze Customer
2048,57,7,5517,2,3,4,234,Gold Customer
2049,65,6,4162,2,3,4,234,Gold Customer
2051,51,6,6140,2,3,4,234,Gold Customer
2055,0,9,5563,4,4,4,444,Platinum Customer
2056,54,2,1028,2,1,1,211,Gold Customer
2057,16,6,5006,3,3,4,334,Silver Customer
2058,120,7,3634,1,3,3,133,Bronze Customer
2060,5,11,5875,4,4,4,444,Platinum Customer
2062,42,5,3465,2,2,3,223,Gold Customer
2063,9,5,1822,3,2,2,322,Silver Customer
2064,106,5,3327,1,2,3,123,Bronze Customer
2065,215,4,2071,1,1,2,112,Bronze Customer
2066,90,5,2259,1,2,2,122,Bronze Customer
2067,30,8,3743,3,4,3,343,Silver Customer
2072,8,13,4136,4,4,4,444,Platinum Customer
2075,4,4,2302,4,1,2,412,Platinum Customer
2076,19,8,5576,3,4,4,344,Silver Customer
2077,227,3,2429,1,1,2,112,Bronze Customer
2078,65,6,2175,2,3,2,232,Gold Customer
2081,11,5,2531,3,2,2,322,Silver Customer
2082,1,7,2903,4,3,3,433,Platinum Customer
2085,27,3,2196,3,1,2,312,Silver Customer
2086,98,3,949,1,1,1,111,Bronze Customer
2087,55,5,1624,2,2,1,221,Gold Customer
2088,9,7,3125,3,3,3,333,Silver Customer
2089,147,2,119,1,1,1,111,Bronze Customer
2090,163,2,289,1,1,1,111,Bronze Customer
2091,211,3,2764,1,1,2,112,Bronze Customer
2092,16,5,3651,3,2,3,323,Silver Customer
2093,60,6,3660,2,3,3,233,Gold Customer
2095,20,10,6194,3,4,4,344,Silver Customer
2096,132,5,4320,1,2,4,124,Bronze Customer
2097,38,6,4647,2,3,4,234,Gold Customer
2098,8,6,2293,4,3,2,432,Platinum Customer
2099,63,7,4576,2,3,4,234,Gold Customer
2100,18,5,2399,3,2,2,322,Silver Customer
2103,14,10,6752,3,4,4,344,Silver Customer
2104,80,8,2341,1,4,2,142,Bronze Customer
2105,23,5,5155,3,2,4,324,Silver Customer
2106,3,4,3249,4,1,3,413,Platinum Customer
2107,64,2,892,2,1,1,211,Gold Customer
2108,12,3,2077,3,1,2,312,Silver Customer
2109,2,8,5263,4,4,4,444,Platinum Customer
2110,26,7,2990,3,3,3,333,Silver Customer
2111,6,9,4790,4,4,4,444,Platinum Customer
2112,2,4,3696,4,1,3,413,Platinum Customer
2113,33,4,2989,3,1,3,313,Silver Customer
2114,14,6,2997,3,3,3,333,Silver Customer
2115,47,2,1168,2,1,1,211,Gold Customer
2116,105,4,4128,1,1,4,114,Bronze Customer
2117,24,5,2724,3,2,2,322,Silver Customer
2119,67,4,2795,2,1,2,212,Gold Customer
2120,2,8,4543,4,4,4,444,Platinum Customer
2121,89,9,4204,1,4,4,144,Bronze Customer
2122,8,3,1303,4,1,1,411,Silver Customer
2123,195,6,2289,1,3,2,132,Bronze Customer
2125,13,6,1710,3,3,1,331,Silver Customer
2126,25,4,594,3,1,1,311,Gold Customer
2127,32,5,1884,3,2,2,322,Silver Customer
2128,13,2,1596,3,1,1,311,Gold Customer
2129,149,2,873,1,1,1,111,Bronze Customer
2130,1,8,4253,4,4,4,444,Platinum Customer
2132,18,8,6401,3,4,4,344,Silver Customer
2133,120,5,3126,1,2,3,123,Bronze Customer
2134,81,5,3923,1,2,3,123,Bronze Customer
2136,10,4,3917,3,1,3,313,Silver Customer
2138,43,7,4736,2,3,4,234,Gold Customer
2139,60,5,5380,2,2,4,224,Gold Customer
2140,98,8,4700,1,4,4,144,Bronze Customer
2141,76,4,2611,2,1,2,212,Gold Customer
2144,67,8,5253,2,4,4,244,Gold Customer
2145,194,1,299,1,1,1,111,Bronze Customer
2148,137,4,2346,1,1,2,112,Bronze Customer
2152,1,9,4281,4,4,4,444,Platinum Customer
2154,38,6,4268,2,3,4,234,Gold Customer
2156,113,6,2495,1,3,2,132,Bronze Customer
2157,161,2,338,1,1,1,111,Bronze Customer
2158,50,5,1650,2,2,1,221,Gold Customer
2160,47,6,2672,2,3,2,232,Gold Customer
2162,53,4,1779,2,1,1,211,Gold Customer
2164,68,7,3328,2,3,3,233,Gold Customer
2166,58,6,3071,2,3,3,233,Gold Customer
2167,144,6,1539,1,3,1,131,Bronze Customer
2168,2,3,1863,4,1,2,412,Platinum Customer
2169,117,5,5712,1,2,4,124,Bronze Customer
2170,28,6,4828,3,3,4,334,Silver Customer
2171,34,6,1251,3,3,1,331,Silver Customer
2172,29,4,5407,3,1,4,314,Silver Customer
2173,157,4,2250,1,1,2,112,Bronze Customer
2174,81,5,2884,1,2,3,123,Bronze Customer
2175,58,4,3173,2,1,3,213,Gold Customer
2176,28,3,2088,3,1,2,312,Silver Customer
2177,98,5,2762,1,2,2,122,Bronze Customer
2179,36,7,3631,2,3,3,233,Gold Customer
2181,51,8,1765,2,4,1,241,Gold Customer
2182,17,8,4766,3,4,4,344,Silver Customer
2183,8,14,6513,4,4,4,444,Platinum Customer
2184,37,11,7123,2,4,4,244,Gold Customer
2185,136,7,5144,1,3,4,134,Bronze Customer
2186,154,3,1956,1,1,2,112,Bronze Customer
2187,63,7,5644,2,3,4,234,Gold Customer
2194,42,8,6198,2,4,4,244,Gold Customer
2195,2,5,4139,4,2,4,424,Platinum Customer
2196,71,5,985,2,2,1,221,Gold Customer
2197,119,3,378,1,1,1,111,Bronze Customer
2198,25,3,1152,3,1,1,311,Gold Customer
2199,24,4,2644,3,1,2,312,Silver Customer
2201,30,7,6291,3,3,4,334,Silver Customer
2202,58,10,5090,2,4,4,244,Gold Customer
2203,49,5,3469,2,2,3,223,Gold Customer
2204,17,8,3346,3,4,3,343,Silver Customer
2206,58,4,1464,2,1,1,211,Gold Customer
2207,74,6,3604,2,3,3,233,Gold Customer
2209,265,1,445,1,1,1,111,Bronze Customer
2210,27,9,4888,3,4,4,344,Silver Customer
2212,41,6,2722,2,3,2,232,Gold Customer
2215,19,2,327,3,1,1,311,Gold Customer
2216,74,3,1644,2,1,1,211,Gold Customer
2217,22,7,3905,3,3,3,333,Silver Customer
2218,21,3,2743,3,1,2,312,Silver Customer
2220,85,4,2129,1,1,2,112,Bronze Customer
2221,94,8,4651,1,4,4,144,Bronze Customer
2222,59,6,3821,2,3,3,233,Gold Customer
2223,54,7,3538,2,3,3,233,Gold Customer
2224,287,3,1041,1,1,1,111,Bronze Customer
2225,208,3,3512,1,1,3,113,Bronze Customer
2226,49,8,3121,2,4,3,243,Gold Customer
2227,40,5,2168,2,2,2,222,Gold Customer
2228,168,4,1425,1,1,1,111,Bronze Customer
2229,21,4,2114,3,1,2,312,Silver Customer
2234,57,6,1719,2,3,1,231,Gold Customer
2235,80,6,3649,1,3,3,133,Bronze Customer
2236,1,3,2123,4,1,2,412,Platinum Customer
2238,141,3,2411,1,1,2,112,Bronze Customer
2239,32,2,736,3,1,1,311,Gold Customer
2240,31,12,6128,3,4,4,344,Silver Customer
2241,17,4,1454,3,1,1,311,Gold Customer
2244,63,5,1796,2,2,2,222,Gold Customer
2245,74,7,3320,2,3,3,233,Gold Customer
2247,29,7,4957,3,3,4,334,Silver Customer
2248,51,8,3914,2,4,3,243,Gold Customer
2253,84,6,1783,1,3,1,131,Bronze Customer
2254,3,5,2318,4,2,2,422,Platinum Customer
2255,143,2,1458,1,1,1,111,Bronze Customer
2256,169,3,1460,1,1,1,111,Bronze Customer
2257,64,5,4193,2,2,4,224,Gold Customer
2258,52,6,3881,2,3,3,233,Gold Customer
2260,17,6,5378,3,3,4,334,Silver Customer
2261,35,4,1465,3,1,1,311,Gold Customer
2262,75,4,1502,2,1,1,211,Gold Customer
2263,35,5,3371,3,2,3,323,Silver Customer
2264,153,6,2557,1,3,2,132,Bronze Customer
2268,35,8,4473,3,4,4,344,Silver Customer
2270,129,5,5154,1,2,4,124,Bronze Customer
2272,104,6,3344,1,3,3,133,Bronze Customer
2274,55,2,35,2,1,1,211,Gold Customer
2275,121,6,5688,1,3,4,134,Bronze Customer
2277,36,4,2713,2,1,2,212,Gold Customer
2278,34,4,279,3,1,1,311,Gold Customer
2279,35,8,4008,3,4,3,343,Silver Customer
2282,14,6,3131,3,3,3,333,Silver Customer
2284,34,7,4735,3,3,4,334,Silver Customer
2285,39,7,1796,2,3,2,232,Gold Customer
2286,49,5,2878,2,2,3,223,Gold Customer
2287,159,2,273,1,1,1,111,Bronze Customer
2288,29,6,4438,3,3,4,334,Silver Customer
2289,59,4,2224,2,1,2,212,Gold Customer
2290,72,5,4225,2,2,4,224,Gold Customer
2291,107,1,198,1,1,1,111,Bronze Customer
2292,45,7,4768,2,3,4,234,Gold Customer
2293,85,5,1410,1,2,1,121,Bronze Customer
2294,73,7,5050,2,3,4,234,Gold Customer
2296,36,4,3592,2,1,3,213,Gold Customer
2297,37,5,4274,2,2,4,224,Gold Customer
2298,45,6,3140,2,3,3,233,Gold Customer
2299,59,6,3142,2,3,3,233,Gold Customer
2301,5,6,4704,4,3,4,434,Platinum Customer
2302,53,3,2611,2,1,2,212,Gold Customer
2303,144,2,969,1,1,1,111,Bronze Customer
2305,78,5,3135,1,2,3,123,Bronze Customer
2306,6,4,2513,4,1,2,412,Platinum Customer
2307,81,11,3887,1,4,3,143,Bronze Customer
2308,13,9,5077,3,4,4,344,Silver Customer
2309,53,12,7161,2,4,4,244,Gold Customer
2312,28,5,3280,3,2,3,323,Silver Customer
2313,44,6,2842,2,3,3,233,Gold Customer
2314,48,3,2355,2,1,2,212,Gold Customer
2315,152,5,600,1,2,1,121,Bronze Customer
2316,46,4,1437,2,1,1,211,Gold Customer
2317,53,5,2715,2,2,2,222,Gold Customer
2318,16,7,3627,3,3,3,333,Silver Customer
2319,9,4,4564,3,1,4,314,Silver Customer
2320,24,3,1690,3,1,1,311,Gold Customer
2321,161,3,3183,1,1,3,113,Bronze Customer
2322,67,4,2585,2,1,2,212,Gold Customer
2323,212,3,1959,1,1,2,112,Bronze Customer
2324,78,4,1322,1,1,1,111,Bronze Customer
2325,121,5,2178,1,2,2,122,Bronze Customer
2326,112,1,309,1,1,1,111,Bronze Customer
2328,151,1,356,1,1,1,111,Bronze Customer
2329,8,5,2276,4,2,2,422,Platinum Customer
2330,4,3,1203,4,1,1,411,Silver Customer
2331,19,7,3707,3,3,3,333,Silver Customer
2332,31,4,651,3,1,1,311,Gold Customer
2333,92,4,2113,1,1,2,112,Bronze Customer
2334,69,3,1315,2,1,1,211,Gold Customer
2336,74,9,5853,2,4,4,244,Gold Customer
2337,172,3,398,1,1,1,111,Bronze Customer
2338,23,7,3574,3,3,3,333,Silver Customer
2339,11,8,3960,3,4,3,343,Silver Customer
2340,5,9,4585,4,4,4,444,Platinum Customer
2343,62,3,3275,2,1,3,213,Gold Customer
2344,47,6,2605,2,3,2,232,Gold Customer
2345,0,4,4609,4,1,4,414,Platinum Customer
2348,60,4,831,2,1,1,211,Gold Customer
2349,54,5,2500,2,2,2,222,Gold Customer
2351,55,7,4068,2,3,3,233,Gold Customer
2353,81,10,4842,1,4,4,144,Bronze Customer
2354,36,5,3458,2,2,3,223,Gold Customer
2356,146,4,2674,1,1,2,112,Bronze Customer
2357,40,4,2741,2,1,2,212,Gold Customer
2358,3,11,3682,4,4,3,443,Platinum Customer
2359,82,8,2688,1,4,2,142,Bronze Customer
2360,27,6,4962,3,3,4,334,Silver Customer
2362,45,3,959,2,1,1,211,Gold Customer
2363,58,6,3222,2,3,3,233,Gold Customer
2365,1,5,2411,4,2,2,422,Platinum Customer
2366,19,5,2554,3,2,2,322,Silver Customer
